# Elevation-Storage Curves for Reservoirs
#
# Some data sources report water surface elevation rather than storage volume.
# This file contains the lookup tables to convert elevation (ft) to storage (af).
#
# Format: location_id, elevation_ft, storage_af
# - Each location_id can have multiple rows defining the curve
# - Elevations should be in ascending order
# - Linear interpolation is used between points
#
# Sources:
# - 11507001 (Upper Klamath Lake): 2017 revision of UKL elevation-capacity curve
#   from KBAO Hydro Team (Daily_UKL_net_inflow_Apr2017_FINAL), revised 14Apr2017
#   Units: elevation = ft BOR datum, storage = acre-feet
#   Table includes present configuration with northern marshes and Tulana Farms/Goose Bay
#
# - 10337000 (Lake Tahoe A Tahoe City CA): elevation-capacity curve from Gregg
#   Reynolds / Lahontan Basin Area Office (LBAO), via config/Book4.xlsx.
#   IMPORTANT: Tahoe rows are indexed by USGS gage height
#   (= lake_surface_elev_LTD - 6220.00 ft), NOT by lake-surface elevation.
#   The USGS gage datum at Lake Tahoe sits at 6220.00 ft LTD, which is ~3 ft
#   BELOW the natural rim of Lake Tahoe (6223.00 ft LTD). Therefore:
#     gage_height = 0.0  -> lake surface at 6220.00 LTD (well below rim)
#     gage_height = 3.0  -> lake surface at 6223.00 LTD (natural rim, storage = 0)
#     gage_height = 9.1  -> lake surface at 6229.10 LTD (legal max, ~744,000 af)
#     gage_height = 9.5  -> lake surface at 6229.50 LTD (curve max, 793,920 af)
#   Storage at and below the natural rim is clamped to 0 acre-feet.
#   Range: gage_height -1.00 to +9.50 ft, storage 0 to 793,920 ac-ft.
#   Units: elevation_ft = gage_height ft above local gage datum, storage = acre-feet
#
location_id,elevation_ft,storage_af
10337000,7.23,514879
10337000,7.24,516102
10337000,7.25,517325
10337000,7.26,518548
10337000,7.27,519771
10337000,7.28,520994
10337000,7.29,522217
10337000,7.3,523440
10337000,7.31,524663
10337000,7.32,525886
10337000,7.33,527109
10337000,7.34,528332
10337000,7.35,529555
10337000,7.36,530778
10337000,7.37,532001
10337000,7.38,533224
10337000,7.39,534447
10337000,7.4,535670
10337000,7.41,536894
10337000,7.42,538118
10337000,7.43,539342
10337000,7.44,540566
10337000,7.45,541790
10337000,7.46,543014
10337000,7.47,544238
10337000,7.48,545462
10337000,7.49,546686
10337000,7.5,547910
10337000,7.51,549137
10337000,7.52,550364
10337000,7.53,551591
10337000,7.54,552818
10337000,7.55,554045
10337000,7.56,555272
10337000,7.57,556499
10337000,7.58,557726
10337000,7.59,558953
10337000,7.6,560180
10337000,7.61,561407
10337000,7.62,562634
10337000,7.63,563861
10337000,7.64,565088
10337000,7.65,566315
10337000,7.66,567542
10337000,7.67,568769
10337000,7.68,569996
10337000,7.69,571223
10337000,7.7,572450
10337000,7.71,573678
10337000,7.72,574906
10337000,7.73,576134
10337000,7.74,577362
10337000,7.75,578590
10337000,7.76,579818
10337000,7.77,581046
10337000,7.78,582274
10337000,7.79,583502
10337000,7.8,584730
10337000,7.81,585958
10337000,7.82,587186
10337000,7.83,588414
10337000,7.84,589642
10337000,7.85,590870
10337000,7.86,592098
10337000,7.87,593326
10337000,7.88,594554
10337000,7.89,595782
10337000,7.9,597010
10337000,7.91,598239
10337000,7.92,599468
10337000,7.93,600697
10337000,7.94,601926
10337000,7.95,603155
10337000,7.96,604384
10337000,7.97,605613
10337000,7.98,606842
10337000,7.99,608071
10337000,8.0,609300
10337000,8.01,610529
10337000,8.02,611758
10337000,8.03,612987
10337000,8.04,614216
10337000,8.05,615445
10337000,8.06,616674
10337000,8.07,617903
10337000,8.08,619132
10337000,8.09,620361
10337000,8.1,621590
10337000,8.11,622820
10337000,8.12,624050
10337000,8.13,625280
10337000,8.14,626510
10337000,8.15,627740
10337000,8.16,628970
10337000,8.17,630200
10337000,8.18,631430
10337000,8.19,632660
10337000,8.2,633890
10337000,8.21,635119
10337000,8.22,636348
10337000,8.23,637577
10337000,8.24,638806
10337000,8.25,640035
10337000,8.26,641264
10337000,8.27,642493
10337000,8.28,643722
10337000,8.29,644951
10337000,8.3,646180
10337000,8.31,647410
10337000,8.32,648640
10337000,8.33,649870
10337000,8.34,651100
10337000,8.35,652330
10337000,8.36,653560
10337000,8.37,654790
10337000,8.38,656020
10337000,8.39,657250
10337000,8.4,658480
10337000,8.41,659711
10337000,8.42,660942
10337000,8.43,662173
10337000,8.44,663404
10337000,8.45,664635
10337000,8.46,665866
10337000,8.47,667097
10337000,8.48,668328
10337000,8.49,669559
10337000,8.5,670790
10337000,8.51,672020
10337000,8.52,673250
10337000,8.53,674480
10337000,8.54,675710
10337000,8.55,676940
10337000,8.56,678170
10337000,8.57,679400
10337000,8.58,680630
10337000,8.59,681860
10337000,8.6,683090
10337000,8.61,684321
10337000,8.62,685552
10337000,8.63,686783
10337000,8.64,688014
10337000,8.65,689245
10337000,8.66,690476
10337000,8.67,691707
10337000,8.68,692938
10337000,8.69,694169
10337000,8.7,695400
10337000,8.71,696631
10337000,8.72,697862
10337000,8.73,699093
10337000,8.74,700324
10337000,8.75,701555
10337000,8.76,702786
10337000,8.77,704017
10337000,8.78,705248
10337000,8.79,706479
10337000,8.8,707710
10337000,8.81,708941
10337000,8.82,710172
10337000,8.83,711403
10337000,8.84,712634
10337000,8.85,713865
10337000,8.86,715096
10337000,8.87,716327
10337000,8.88,717558
10337000,8.89,718789
10337000,8.9,720020
10337000,8.91,721251
10337000,8.92,722482
10337000,8.93,723713
10337000,8.94,724944
10337000,8.95,726175
10337000,8.96,727406
10337000,8.97,728637
10337000,8.98,729868
10337000,8.99,731099
10337000,9.0,732330
10337000,9.01,733562
10337000,9.02,734794
10337000,9.03,736026
10337000,9.04,737258
10337000,9.05,738490
10337000,9.06,739722
10337000,9.07,740954
10337000,9.08,742186
10337000,9.09,743418
10337000,9.1,744650
10337000,9.11,745881
10337000,9.12,747112
10337000,9.13,748343
10337000,9.14,749574
10337000,9.15,750805
10337000,9.16,752036
10337000,9.17,753267
10337000,9.18,754498
10337000,9.19,755729
10337000,9.2,756960
